order_id,customer_id,customer_segment,product_name,category,price,quantity,total_amount,sale_date,rating
ORD_002821,1226,Premium,Romance,Livros,24.08,1,24.08,2024-12-30,3.3
ORD_002822,1687,Básico,Maquiagem,Beleza,150.57,4,602.28,2024-04-23,4.4
ORD_002823,1164,Premium,Shampoo,Beleza,45.44,3,136.32,2024-02-15,4.5
ORD_002824,933,Regular,Tablet,Eletrônicos,1171.35,5,5856.75,2024-03-19,4.4
ORD_002825,879,Básico,Protetor Solar,Beleza,82.1,1,82.1,2024-06-17,3.3
ORD_002826,141,Premium,Smartphone,Eletrônicos,536.54,2,1073.08,2023-06-22,3.8
ORD_002827,157,Premium,Cadeira,Casa,471.36,4,1885.44,2023-12-13,5.0
ORD_002828,1988,Regular,Laptop,Eletrônicos,323.81,2,647.62,2024-04-16,3.7
ORD_002829,484,Regular,Tênis Esportivo,Esportes,177.7,2,355.4,2024-09-29,3.3
ORD_002830,39,Regular,Jaqueta,Roupas,146.49,2,292.98,2023-07-09,4.2
ORD_002831,967,Premium,Bicicleta,Esportes,102.96,1,102.96,2024-11-08,4.5
ORD_002832,1433,Básico,Laptop,Eletrônicos,2125.61,1,2125.61,2023-05-01,5.0
ORD_002833,890,Básico,Camiseta,Roupas,34.7,5,173.5,2023-10-13,4.2
ORD_002834,1598,Regular,Tênis Esportivo,Esportes,383.72,3,1151.16,2023-03-23,3.5
ORD_002835,1625,Regular,Jaqueta,Roupas,204.35,3,613.05,2024-06-01,3.7
ORD_002836,1311,Básico,Cadeira,Casa,120.47,2,240.94,2024-11-14,4.2
ORD_002837,259,Premium,Romance,Livros,59.72,2,119.44,2024-08-15,4.5
ORD_002838,398,Regular,Vestido,Roupas,84.29,5,421.45000000000005,2024-03-18,4.3
ORD_002839,78,Regular,Equipamento Gym,Esportes,101.52,2,203.04,2023-12-09,3.8
ORD_002840,887,Premium,Camiseta,Roupas,216.85,5,1084.25,2023-04-21,3.0
ORD_002841,244,Premium,Bola de Futebol,Esportes,53.38,2,106.76,2023-09-16,4.2
ORD_002842,1355,Básico,Equipamento Gym,Esportes,205.54,2,411.08,2024-11-16,4.7
ORD_002843,1101,Básico,Tapete,Casa,1331.94,2,2663.88,2023-01-02,4.0
ORD_002844,1497,Regular,Bola de Futebol,Esportes,409.64,1,409.64,2023-08-10,3.3
ORD_002845,749,Premium,Ficção Científica,Livros,21.02,1,21.02,2023-12-04,3.3
ORD_002846,1941,Premium,Fone de Ouvido,Eletrônicos,280.03,2,560.06,2024-07-24,3.2
ORD_002847,1731,Regular,Raquete,Esportes,73.24,2,146.48,2023-11-05,4.6
ORD_002848,689,Regular,Shampoo,Beleza,59.1,1,59.1,2024-02-09,4.6
ORD_002849,1325,Regular,Vestido,Roupas,147.59,4,590.36,2024-10-17,3.8
ORD_002850,1178,Regular,Vestido,Roupas,258.84,4,1035.36,2024-03-18,3.4
ORD_002851,1591,Premium,Perfume,Beleza,170.54,4,682.16,2023-03-10,4.0
ORD_002852,24,Básico,Bicicleta,Esportes,308.36,2,616.72,2024-08-03,4.4
ORD_002853,773,Básico,Vestido,Roupas,277.04,4,1108.16,2023-07-31,3.8
ORD_002854,1048,Regular,Maquiagem,Beleza,39.45,4,157.8,2024-09-16,4.6
ORD_002855,1506,Regular,Shampoo,Beleza,28.87,5,144.35,2023-12-31,4.7
ORD_002856,846,Básico,Equipamento Gym,Esportes,265.24,4,1060.96,2023-10-14,3.4
ORD_002857,1454,Básico,Fone de Ouvido,Eletrônicos,997.08,3,2991.2400000000002,2023-12-08,4.4
ORD_002858,1405,Premium,Romance,Livros,59.66,5,298.29999999999995,2023-02-21,3.4
ORD_002859,412,Premium,Bola de Futebol,Esportes,115.65,4,462.6,2024-07-16,3.8
ORD_002860,643,Regular,Equipamento Gym,Esportes,100.52,3,301.56,2023-03-23,3.1
ORD_002861,1656,Regular,Tablet,Eletrônicos,809.34,3,2428.02,2024-10-04,4.6
ORD_002862,1995,Premium,Sofá,Casa,487.39,1,487.39,2024-08-30,4.4
ORD_002863,651,Premium,Shampoo,Beleza,52.67,5,263.35,2023-03-18,4.0
ORD_002864,1827,Regular,Infantil,Livros,62.24,5,311.2,2024-12-05,3.8
ORD_002865,1615,Regular,Calça Jeans,Roupas,197.5,5,987.5,2024-10-27,4.0
ORD_002866,1217,Básico,Infantil,Livros,45.11,3,135.32999999999998,2024-11-19,4.7
ORD_002867,901,Regular,Técnico,Livros,16.18,1,16.18,2024-08-31,4.1
ORD_002868,1212,Regular,Shampoo,Beleza,70.83,3,212.49,2023-11-14,3.1
ORD_002869,758,Básico,Jaqueta,Roupas,242.7,1,242.7,2024-10-22,3.9
ORD_002870,1601,Básico,Tablet,Eletrônicos,738.73,4,2954.92,2024-09-09,3.5
ORD_002871,356,Básico,Tênis,Roupas,184.35,2,368.7,2023-08-28,3.4
ORD_002872,1439,Premium,Bola de Futebol,Esportes,463.5,1,463.5,2023-07-22,4.4
ORD_002873,981,Premium,Tapete,Casa,1694.62,3,5083.86,2023-10-15,3.4
ORD_002874,1551,Básico,Tênis,Roupas,261.15,1,261.15,2023-11-03,4.2
ORD_002875,1714,Básico,Fone de Ouvido,Eletrônicos,2932.4,1,2932.4,2023-02-02,4.3
ORD_002876,755,Regular,Jaqueta,Roupas,258.73,4,1034.92,2023-06-14,3.5
ORD_002877,1183,Básico,Biografia,Livros,61.8,5,309.0,2023-10-29,3.5
ORD_002878,1908,Premium,Tablet,Eletrônicos,1880.37,3,5641.11,2023-04-23,3.3
ORD_002879,1578,Básico,Técnico,Livros,42.36,4,169.44,2023-01-08,4.3
ORD_002880,639,Regular,Perfume,Beleza,132.7,2,265.4,2024-03-01,3.6
ORD_002881,1755,Premium,Cadeira,Casa,1692.75,4,6771.0,2024-02-28,4.0
ORD_002882,526,Regular,Infantil,Livros,68.85,5,344.25,2023-07-27,4.1
ORD_002883,52,Premium,Tablet,Eletrônicos,2797.7,1,2797.7,2024-08-26,4.1
ORD_002884,434,Básico,Perfume,Beleza,110.24,2,220.48,2024-03-12,4.7
ORD_002885,1169,Regular,Vestido,Roupas,116.35,2,232.7,2023-05-01,3.3
ORD_002886,967,Básico,Romance,Livros,48.04,4,192.16,2024-01-18,3.1
ORD_002887,44,Básico,Raquete,Esportes,238.35,2,476.7,2023-07-28,4.7
ORD_002888,1138,Regular,Tapete,Casa,1770.14,3,5310.42,2023-06-22,3.2
ORD_002889,211,Premium,Vestido,Roupas,64.07,4,256.28,2023-07-01,4.0
ORD_002890,1421,Regular,Luminária,Casa,1865.49,5,9327.45,2023-03-01,4.8
ORD_002891,1230,Regular,Perfume,Beleza,51.61,1,51.61,2023-11-09,3.5
ORD_002892,260,Regular,Protetor Solar,Beleza,47.37,2,94.74,2023-02-12,3.3
ORD_002893,1998,Premium,Biografia,Livros,76.11,3,228.32999999999998,2023-02-20,4.6
ORD_002894,451,Premium,Smartphone,Eletrônicos,400.84,3,1202.52,2024-06-11,4.3
ORD_002895,1406,Regular,Calça Jeans,Roupas,297.15,2,594.3,2023-06-01,4.2
ORD_002896,1018,Regular,Sofá,Casa,341.72,4,1366.88,2024-03-02,3.6
ORD_002897,835,Premium,Romance,Livros,35.66,5,178.29999999999998,2024-04-24,4.6
ORD_002898,480,Básico,Tênis Esportivo,Esportes,211.56,4,846.24,2023-12-27,4.8
ORD_002899,1821,Premium,Tablet,Eletrônicos,493.22,4,1972.88,2023-07-07,3.7
ORD_002900,43,Regular,Jaqueta,Roupas,278.7,2,557.4,2024-05-26,4.4
ORD_002901,751,Regular,Laptop,Eletrônicos,1775.63,1,1775.63,2024-03-26,3.9
ORD_002902,949,Premium,Mesa,Casa,765.45,5,3827.25,2023-02-23,4.0
ORD_002903,477,Regular,Romance,Livros,42.31,4,169.24,2024-08-23,5.0
ORD_002904,879,Básico,Laptop,Eletrônicos,2497.82,4,9991.28,2023-04-27,4.7
ORD_002905,1281,Básico,Smart TV,Eletrônicos,2698.44,1,2698.44,2024-10-12,4.2
ORD_002906,89,Básico,Mesa,Casa,654.11,3,1962.33,2023-09-27,5.0
ORD_002907,411,Regular,Tablet,Eletrônicos,2473.23,4,9892.92,2023-06-23,3.8
ORD_002908,1532,Regular,Luminária,Casa,101.32,3,303.96,2024-09-23,3.4
ORD_002909,468,Premium,Romance,Livros,39.22,1,39.22,2024-11-28,3.0
ORD_002910,24,Regular,Vestido,Roupas,33.49,5,167.45000000000002,2023-12-25,3.3
ORD_002911,1514,Premium,Jaqueta,Roupas,114.24,4,456.96,2024-02-08,3.5
ORD_002912,1397,Básico,Técnico,Livros,15.75,4,63.0,2024-12-16,3.3
ORD_002913,438,Básico,Shampoo,Beleza,149.62,4,598.48,2023-02-26,4.5
ORD_002914,504,Regular,Equipamento Gym,Esportes,175.48,3,526.4399999999999,2023-02-15,4.3
ORD_002915,876,Regular,Bola de Futebol,Esportes,167.65,2,335.3,2024-12-19,4.2
ORD_002916,1779,Premium,Smart TV,Eletrônicos,1473.07,3,4419.21,2023-08-08,4.2
ORD_002917,254,Premium,Maquiagem,Beleza,48.91,1,48.91,2023-10-10,4.2
ORD_002918,502,Premium,Raquete,Esportes,484.42,4,1937.68,2024-07-03,5.0
ORD_002919,886,Regular,Tênis Esportivo,Esportes,410.9,3,1232.6999999999998,2024-10-21,3.1
ORD_002920,1102,Básico,Shampoo,Beleza,92.61,3,277.83,2023-08-22,4.7
ORD_002921,483,Básico,Camiseta,Roupas,273.87,4,1095.48,2023-04-23,3.5
ORD_002922,942,Regular,Ficção Científica,Livros,47.21,1,47.21,2024-04-21,4.8
ORD_002923,1229,Regular,Sofá,Casa,1195.03,5,5975.15,2024-01-29,4.3
ORD_002924,1512,Básico,Cadeira,Casa,1315.94,1,1315.94,2024-08-06,4.9
ORD_002925,1566,Regular,Smart TV,Eletrônicos,1757.66,3,5272.9800000000005,2024-09-26,3.0
ORD_002926,294,Premium,Shampoo,Beleza,141.65,5,708.25,2024-11-10,4.0
ORD_002927,1454,Básico,Equipamento Gym,Esportes,427.58,5,2137.9,2024-09-30,3.0
ORD_002928,712,Básico,Perfume,Beleza,111.83,3,335.49,2024-12-20,3.2
ORD_002929,1967,Premium,Romance,Livros,71.24,4,284.96,2024-04-29,3.0
ORD_002930,1848,Premium,Cadeira,Casa,1678.76,1,1678.76,2023-12-19,3.8
ORD_002931,829,Regular,Laptop,Eletrônicos,1799.61,1,1799.61,2024-02-25,3.5
ORD_002932,1176,Básico,Laptop,Eletrônicos,507.73,5,2538.65,2024-01-12,3.3
ORD_002933,1151,Básico,Calça Jeans,Roupas,126.71,2,253.42,2024-09-29,3.1
ORD_002934,1688,Regular,Luminária,Casa,1751.29,5,8756.45,2023-08-17,4.3
ORD_002935,1483,Básico,Tênis Esportivo,Esportes,450.61,2,901.22,2024-12-18,4.4
ORD_002936,577,Regular,Infantil,Livros,71.62,4,286.48,2024-12-09,4.4
ORD_002937,290,Premium,Fone de Ouvido,Eletrônicos,639.72,4,2558.88,2024-09-21,3.3
ORD_002938,5,Premium,Técnico,Livros,73.08,5,365.4,2023-06-03,4.9
ORD_002939,909,Regular,Tablet,Eletrônicos,2721.15,1,2721.15,2024-08-23,4.3
ORD_002940,76,Premium,Creme,Beleza,116.2,4,464.8,2023-12-28,3.8
ORD_002941,327,Básico,Biografia,Livros,49.58,3,148.74,2023-04-13,4.4
ORD_002942,637,Básico,Protetor Solar,Beleza,196.88,4,787.52,2023-11-16,3.5
ORD_002943,482,Básico,Raquete,Esportes,304.9,5,1524.5,2023-08-19,4.2
ORD_002944,259,Básico,Smartphone,Eletrônicos,1190.97,4,4763.88,2024-03-21,4.4
ORD_002945,748,Premium,Equipamento Gym,Esportes,254.57,4,1018.28,2023-10-23,3.8
ORD_002946,609,Regular,Técnico,Livros,32.57,2,65.14,2024-05-14,3.5
ORD_002947,1595,Premium,Sofá,Casa,633.97,5,3169.8500000000004,2024-03-09,3.3
ORD_002948,1301,Básico,Cadeira,Casa,802.51,1,802.51,2023-01-01,4.4
ORD_002949,976,Premium,Protetor Solar,Beleza,177.36,1,177.36,2024-03-09,3.5
ORD_002950,704,Básico,Biografia,Livros,22.57,5,112.85,2024-05-30,3.2
ORD_002951,1110,Regular,Romance,Livros,76.19,2,152.38,2023-10-26,3.9
ORD_002952,991,Regular,Protetor Solar,Beleza,127.2,1,127.2,2024-10-19,4.7
ORD_002953,963,Básico,Smart TV,Eletrônicos,2903.78,4,11615.12,2023-02-06,4.2
ORD_002954,1784,Básico,Romance,Livros,39.29,3,117.87,2024-01-25,3.0
ORD_002955,56,Básico,Smartphone,Eletrônicos,820.33,5,4101.650000000001,2023-11-02,3.2
ORD_002956,1729,Regular,Biografia,Livros,50.09,4,200.36,2023-09-18,3.9
ORD_002957,1981,Básico,Biografia,Livros,78.01,4,312.04,2023-09-27,3.2
ORD_002958,817,Básico,Protetor Solar,Beleza,154.22,1,154.22,2023-12-06,4.3
ORD_002959,318,Regular,Smart TV,Eletrônicos,2843.8,1,2843.8,2024-03-29,3.8
ORD_002960,1611,Premium,Perfume,Beleza,178.96,3,536.88,2024-11-09,3.5
ORD_002961,962,Regular,Tapete,Casa,534.56,1,534.56,2024-01-09,3.9
ORD_002962,822,Premium,Shampoo,Beleza,189.68,5,948.4000000000001,2023-11-19,4.8
ORD_002963,152,Básico,Bicicleta,Esportes,337.62,2,675.24,2024-01-26,4.2
ORD_002964,1078,Premium,Ficção Científica,Livros,67.86,5,339.3,2023-01-28,3.8
ORD_002965,1062,Premium,Maquiagem,Beleza,160.97,1,160.97,2023-10-08,4.5
ORD_002966,1559,Regular,Tênis,Roupas,76.2,3,228.60000000000002,2023-11-02,3.9
ORD_002967,437,Regular,Romance,Livros,50.78,3,152.34,2024-05-16,4.0
ORD_002968,795,Regular,Bola de Futebol,Esportes,169.96,3,509.88,2024-03-28,4.9
ORD_002969,1240,Premium,Tênis,Roupas,134.36,4,537.44,2023-03-06,3.4
ORD_002970,732,Regular,Infantil,Livros,20.99,3,62.97,2024-12-09,3.0
ORD_002971,1093,Básico,Tênis Esportivo,Esportes,237.17,4,948.68,2023-06-30,3.6
ORD_002972,1847,Básico,Creme,Beleza,99.95,5,499.75,2024-11-17,4.4
ORD_002973,60,Premium,Laptop,Eletrônicos,1471.47,4,5885.88,2023-02-06,4.1
ORD_002974,341,Básico,Maquiagem,Beleza,117.98,5,589.9,2024-11-01,4.9
ORD_002975,1624,Básico,Tênis,Roupas,197.23,4,788.92,2023-06-04,4.0
ORD_002976,226,Premium,Sofá,Casa,1116.84,1,1116.84,2023-03-31,4.5
ORD_002977,601,Regular,Bicicleta,Esportes,65.98,1,65.98,2024-12-11,4.4
ORD_002978,1037,Regular,Perfume,Beleza,60.16,2,120.32,2024-11-26,3.1
ORD_002979,417,Regular,Protetor Solar,Beleza,117.92,3,353.76,2023-04-17,4.6
ORD_002980,1779,Básico,Técnico,Livros,64.83,3,194.49,2023-02-19,4.3
ORD_002981,1237,Premium,Raquete,Esportes,377.06,1,377.06,2024-04-11,4.1
ORD_002982,1210,Premium,Smart TV,Eletrônicos,1019.88,3,3059.64,2024-04-02,3.4
ORD_002983,1925,Regular,Mesa,Casa,1945.91,3,5837.7300000000005,2024-02-20,3.5
ORD_002984,583,Regular,Laptop,Eletrônicos,636.56,5,3182.7999999999997,2024-05-16,4.6
ORD_002985,412,Regular,Perfume,Beleza,192.24,2,384.48,2024-04-14,4.2
ORD_002986,17,Regular,Tapete,Casa,1928.93,1,1928.93,2023-11-24,3.3
ORD_002987,115,Básico,Protetor Solar,Beleza,172.33,2,344.66,2023-04-17,4.9
ORD_002988,314,Premium,Smartphone,Eletrônicos,1110.55,2,2221.1,2023-04-14,3.4
ORD_002989,723,Básico,Calça Jeans,Roupas,250.7,4,1002.8,2024-04-23,3.2
ORD_002990,1658,Premium,Camiseta,Roupas,222.53,5,1112.65,2023-10-02,5.0
ORD_002991,1291,Básico,Biografia,Livros,40.54,4,162.16,2023-06-27,4.6
ORD_002992,927,Básico,Smartphone,Eletrônicos,415.8,1,415.8,2024-09-09,4.8
ORD_002993,581,Básico,Tênis Esportivo,Esportes,455.18,2,910.36,2023-05-19,4.8
ORD_002994,1204,Regular,Vestido,Roupas,51.8,5,259.0,2023-08-26,4.4
ORD_002995,540,Premium,Tênis Esportivo,Esportes,202.12,4,808.48,2024-10-12,4.6
ORD_002996,1436,Premium,Luminária,Casa,351.63,5,1758.15,2023-06-21,4.5
ORD_002997,1514,Básico,Tênis,Roupas,208.55,5,1042.75,2024-10-04,4.2
ORD_002998,899,Premium,Mesa,Casa,1874.56,2,3749.12,2023-11-06,5.0
ORD_002999,1480,Regular,Protetor Solar,Beleza,59.31,4,237.24,2023-01-18,4.1
ORD_003000,1684,Premium,Tablet,Eletrônicos,2462.46,2,4924.92,2024-10-25,4.3
ORD_003001,210,Regular,Smart TV,Eletrônicos,708.26,5,3541.3,2023-07-03,3.1
ORD_003002,932,Básico,Romance,Livros,32.96,1,32.96,2024-08-04,3.8
ORD_003003,1463,Premium,Laptop,Eletrônicos,1939.79,3,5819.37,2023-04-26,3.5
ORD_003004,2000,Básico,Tênis,Roupas,106.82,1,106.82,2024-07-05,4.7
ORD_003005,720,Regular,Camiseta,Roupas,243.17,5,1215.85,2023-10-02,4.0
ORD_003006,38,Básico,Infantil,Livros,44.81,2,89.62,2024-05-31,4.2
ORD_003007,370,Básico,Calça Jeans,Roupas,117.79,3,353.37,2023-07-06,4.5
ORD_003008,799,Básico,Romance,Livros,55.58,2,111.16,2024-07-07,3.7
ORD_003009,1737,Regular,Técnico,Livros,49.55,1,49.55,2023-12-13,4.7
ORD_003010,1864,Premium,Jaqueta,Roupas,41.81,5,209.05,2024-09-06,3.7
ORD_003011,1340,Básico,Técnico,Livros,27.54,5,137.7,2024-09-24,3.7
ORD_003012,1627,Básico,Shampoo,Beleza,164.45,3,493.34999999999997,2024-12-22,3.5
ORD_003013,1539,Regular,Vestido,Roupas,236.02,3,708.0600000000001,2023-03-11,3.1
ORD_003014,1796,Básico,Raquete,Esportes,220.21,1,220.21,2024-03-13,4.8
ORD_003015,1267,Básico,Camiseta,Roupas,199.11,5,995.5500000000001,2023-06-26,3.9
ORD_003016,214,Regular,Fone de Ouvido,Eletrônicos,1020.76,5,5103.8,2023-11-24,3.4
ORD_003017,707,Premium,Vestido,Roupas,72.28,2,144.56,2024-11-19,3.2
ORD_003018,834,Regular,Tênis,Roupas,293.74,1,293.74,2024-05-03,3.5
ORD_003019,805,Regular,Tablet,Eletrônicos,350.56,3,1051.68,2024-06-23,4.5
ORD_003020,183,Regular,Laptop,Eletrônicos,1186.4,1,1186.4,2024-06-13,4.9
ORD_003021,300,Premium,Laptop,Eletrônicos,2024.16,5,10120.800000000001,2023-03-30,3.3
ORD_003022,1680,Regular,Equipamento Gym,Esportes,124.93,4,499.72,2024-02-25,4.9
ORD_003023,1063,Regular,Técnico,Livros,44.53,2,89.06,2023-09-20,4.2
ORD_003024,1398,Regular,Shampoo,Beleza,81.94,2,163.88,2024-03-08,3.1
ORD_003025,1344,Premium,Bola de Futebol,Esportes,300.25,4,1201.0,2023-02-22,3.6
ORD_003026,1969,Básico,Calça Jeans,Roupas,134.69,4,538.76,2024-07-24,3.4
ORD_003027,1289,Premium,Equipamento Gym,Esportes,406.9,1,406.9,2024-09-26,4.9
ORD_003028,169,Regular,Ficção Científica,Livros,73.15,1,73.15,2023-03-22,3.4
ORD_003029,110,Regular,Cadeira,Casa,793.49,3,2380.4700000000003,2023-12-14,3.4
ORD_003030,408,Premium,Tênis,Roupas,82.41,5,412.04999999999995,2023-04-01,3.3
ORD_003031,1346,Premium,Laptop,Eletrônicos,2378.44,5,11892.2,2023-04-03,3.0
ORD_003032,359,Premium,Equipamento Gym,Esportes,278.1,5,1390.5,2024-04-18,4.9
ORD_003033,1927,Premium,Tapete,Casa,1438.56,1,1438.56,2023-08-07,3.2
ORD_003034,461,Premium,Perfume,Beleza,183.75,4,735.0,2024-09-22,3.2
ORD_003035,1591,Premium,Cadeira,Casa,678.54,3,2035.62,2024-05-04,3.8
ORD_003036,1541,Básico,Laptop,Eletrônicos,1000.54,3,3001.62,2024-03-07,3.6
ORD_003037,89,Básico,Biografia,Livros,61.0,5,305.0,2024-03-12,4.4
ORD_003038,664,Básico,Maquiagem,Beleza,88.23,4,352.92,2024-06-14,3.7
ORD_003039,894,Regular,Técnico,Livros,78.58,3,235.74,2024-06-04,3.6
ORD_003040,1042,Básico,Infantil,Livros,31.05,4,124.2,2024-09-08,4.1
ORD_003041,969,Básico,Sofá,Casa,1648.67,4,6594.68,2024-06-28,4.7
ORD_003042,747,Premium,Biografia,Livros,57.56,4,230.24,2023-10-11,3.5
ORD_003043,1080,Premium,Smart TV,Eletrônicos,2533.68,1,2533.68,2024-10-17,4.8
ORD_003044,1025,Básico,Biografia,Livros,41.52,1,41.52,2023-07-25,3.6
ORD_003045,1334,Premium,Ficção Científica,Livros,27.45,4,109.8,2024-11-20,3.0
ORD_003046,743,Regular,Jaqueta,Roupas,170.72,4,682.88,2024-05-12,4.4
ORD_003047,1375,Básico,Bola de Futebol,Esportes,208.5,3,625.5,2023-01-25,4.2
ORD_003048,1927,Regular,Calça Jeans,Roupas,237.55,3,712.6500000000001,2023-04-25,4.5
ORD_003049,826,Premium,Calça Jeans,Roupas,174.21,1,174.21,2023-11-06,4.5
ORD_003050,1684,Básico,Ficção Científica,Livros,25.63,1,25.63,2024-11-21,3.6
ORD_003051,1878,Básico,Romance,Livros,73.77,5,368.84999999999997,2023-03-04,4.9
ORD_003052,1939,Básico,Raquete,Esportes,329.62,1,329.62,2024-08-05,4.4
ORD_003053,161,Básico,Laptop,Eletrônicos,2196.95,4,8787.8,2023-11-02,3.4
ORD_003054,1127,Básico,Luminária,Casa,1003.57,4,4014.28,2024-11-28,3.5
ORD_003055,1771,Regular,Equipamento Gym,Esportes,117.22,3,351.65999999999997,2024-02-28,3.4
ORD_003056,784,Básico,Tênis,Roupas,260.36,3,781.08,2023-04-17,4.2
ORD_003057,1148,Regular,Romance,Livros,71.33,4,285.32,2023-09-07,3.3
ORD_003058,1138,Premium,Vestido,Roupas,197.16,4,788.64,2023-03-12,3.8
ORD_003059,1606,Premium,Camiseta,Roupas,168.39,1,168.39,2023-12-04,3.1
ORD_003060,7,Premium,Laptop,Eletrônicos,736.43,1,736.43,2023-02-16,4.0
ORD_003061,1470,Básico,Sofá,Casa,1692.83,1,1692.83,2024-11-02,4.0
ORD_003062,475,Regular,Shampoo,Beleza,23.06,5,115.3,2024-12-23,4.4
ORD_003063,1232,Premium,Tapete,Casa,982.37,5,4911.85,2024-08-01,4.9
ORD_003064,834,Básico,Camiseta,Roupas,209.62,5,1048.1,2023-06-23,4.4
ORD_003065,795,Regular,Tablet,Eletrônicos,1736.76,2,3473.52,2023-04-23,3.7
ORD_003066,1562,Básico,Sofá,Casa,922.57,2,1845.14,2023-04-11,3.1
ORD_003067,1035,Regular,Perfume,Beleza,64.45,1,64.45,2024-12-30,3.4
ORD_003068,753,Básico,Perfume,Beleza,189.86,1,189.86,2023-05-03,3.3
ORD_003069,1373,Básico,Infantil,Livros,22.15,1,22.15,2023-11-19,4.2
ORD_003070,1576,Básico,Bola de Futebol,Esportes,182.19,4,728.76,2024-08-12,4.9
ORD_003071,1374,Regular,Shampoo,Beleza,79.87,1,79.87,2023-01-05,3.3
ORD_003072,1606,Básico,Ficção Científica,Livros,39.98,2,79.96,2023-11-02,4.9
ORD_003073,1408,Básico,Luminária,Casa,1467.06,4,5868.24,2024-10-20,4.3
ORD_003074,1689,Premium,Equipamento Gym,Esportes,162.04,1,162.04,2024-05-28,3.5
ORD_003075,1634,Básico,Bicicleta,Esportes,286.67,4,1146.68,2023-12-25,3.4
ORD_003076,648,Regular,Infantil,Livros,16.81,1,16.81,2024-03-17,3.2
ORD_003077,1668,Regular,Smartphone,Eletrônicos,1207.34,1,1207.34,2024-09-05,4.8
ORD_003078,1533,Premium,Jaqueta,Roupas,254.24,2,508.48,2024-03-01,3.7
ORD_003079,590,Premium,Raquete,Esportes,290.98,2,581.96,2023-02-01,3.4
ORD_003080,196,Premium,Vestido,Roupas,297.84,5,1489.1999999999998,2024-12-02,5.0
ORD_003081,880,Regular,Creme,Beleza,124.97,3,374.90999999999997,2023-08-24,4.8
ORD_003082,1742,Premium,Tênis Esportivo,Esportes,277.55,3,832.6500000000001,2024-08-30,3.7
ORD_003083,289,Básico,Raquete,Esportes,91.43,1,91.43,2023-02-05,3.9
ORD_003084,1316,Regular,Técnico,Livros,48.64,3,145.92000000000002,2023-09-28,4.7
ORD_003085,23,Básico,Romance,Livros,43.02,2,86.04,2023-05-17,4.7
ORD_003086,1502,Básico,Perfume,Beleza,34.55,3,103.64999999999999,2024-10-08,3.6
ORD_003087,635,Básico,Maquiagem,Beleza,58.6,2,117.2,2024-08-04,3.2
ORD_003088,1833,Premium,Romance,Livros,61.3,2,122.6,2024-07-03,5.0
ORD_003089,992,Básico,Protetor Solar,Beleza,58.13,4,232.52,2024-07-25,3.4
ORD_003090,1972,Básico,Vestido,Roupas,216.85,2,433.7,2024-08-06,4.6
ORD_003091,1930,Regular,Tapete,Casa,683.57,1,683.57,2023-11-17,4.1
ORD_003092,651,Premium,Perfume,Beleza,61.89,1,61.89,2024-11-11,4.3
ORD_003093,1269,Regular,Equipamento Gym,Esportes,306.85,4,1227.4,2024-12-03,4.7
ORD_003094,1666,Premium,Ficção Científica,Livros,64.8,1,64.8,2023-04-12,4.4
ORD_003095,1031,Básico,Smart TV,Eletrônicos,2557.52,3,7672.5599999999995,2023-05-03,4.0
ORD_003096,589,Básico,Bicicleta,Esportes,280.89,4,1123.56,2023-12-16,3.6
ORD_003097,152,Regular,Calça Jeans,Roupas,244.61,2,489.22,2023-06-18,4.4
ORD_003098,768,Regular,Bicicleta,Esportes,259.64,5,1298.1999999999998,2023-10-30,4.6
ORD_003099,104,Básico,Protetor Solar,Beleza,25.94,1,25.94,2023-04-05,4.3
ORD_003100,30,Básico,Maquiagem,Beleza,107.27,4,429.08,2024-10-04,4.8
ORD_003101,1585,Premium,Tablet,Eletrônicos,301.31,5,1506.55,2023-05-28,4.6
ORD_003102,454,Básico,Equipamento Gym,Esportes,283.83,3,851.49,2023-08-07,4.3
ORD_003103,1823,Regular,Fone de Ouvido,Eletrônicos,331.99,2,663.98,2023-09-24,4.9
ORD_003104,1704,Regular,Tapete,Casa,386.63,2,773.26,2024-01-03,4.3
ORD_003105,1341,Premium,Jaqueta,Roupas,177.33,4,709.32,2024-08-29,4.8
ORD_003106,516,Básico,Equipamento Gym,Esportes,353.01,4,1412.04,2024-03-12,4.6
ORD_003107,20,Regular,Bola de Futebol,Esportes,142.7,4,570.8,2023-10-21,3.3
ORD_003108,526,Básico,Smartphone,Eletrônicos,2655.43,4,10621.72,2023-11-10,5.0
ORD_003109,753,Básico,Cadeira,Casa,166.5,1,166.5,2024-09-30,4.0
ORD_003110,733,Premium,Perfume,Beleza,130.24,2,260.48,2024-04-10,4.7
ORD_003111,1804,Regular,Smart TV,Eletrônicos,1686.88,1,1686.88,2023-11-22,4.5
ORD_003112,1678,Premium,Mesa,Casa,690.76,5,3453.8,2023-07-24,4.8
ORD_003113,814,Regular,Smart TV,Eletrônicos,387.73,3,1163.19,2024-06-26,4.1
ORD_003114,527,Básico,Técnico,Livros,66.87,3,200.61,2024-10-08,4.3
ORD_003115,972,Premium,Shampoo,Beleza,102.74,5,513.6999999999999,2024-03-21,4.7
ORD_003116,1881,Regular,Romance,Livros,73.22,5,366.1,2024-01-29,3.7
ORD_003117,1526,Básico,Tapete,Casa,383.78,5,1918.8999999999999,2024-10-18,3.7
ORD_003118,568,Premium,Camiseta,Roupas,232.4,2,464.8,2023-09-19,4.3
